username,like,content,ctime,topic
正经的绅士732,1,怎么银行和骗子沆瀣一气下次要不吧哪一家银行报一下,2021-12-04 22:40:59,0
咔咔咔诇,1,不是这种霸王条款合同符合国家法律条款吗？,2021-12-04 21:51:54,2
卿贞贵妃,1,光伏产业没有问题，但是有问题的企业国家应该打击,2021-12-02 14:19:56,0
风青飏,1,讲道理这是合同欺诈问题，不是光伏问题吧[思考][思考][思考],2021-11-30 11:29:34,2
账号已注销,1,不识字签合同？,2021-11-30 00:36:52,2
天翔と龙闪,1,[微笑]天上不会无故掉馅饼，世间没有免费的午餐。贪小便宜的心理最容易让骗子利用！,2021-11-28 12:33:02,1
诗_蜀,1,你是ngo养的小号吧，最近吧b站突然多了这些垃圾，举报举报,2021-11-26 12:09:29,2
importtech,1,都是在照着某乎上的文章读，然后去外面找几个视频素材，做的真容易,2021-11-25 15:12:19,1
疯狂的研究僧,1,这个up就瞎扯淡，随便上个视频一切全靠编，你说的要负法律责任的[滑稽],2021-11-25 13:02:44,2
伤痕是勇敢的火种,1,我家最近刚安装[捂脸],2021-11-25 19:14:08,1
4444eever,1,以欺诈为目的签订的合同是合法的？被法律保护的？？？,2021-11-25 12:03:32,2
7酱兹,1,"[妙啊]总结一下不差钱的话,可以自费买一套支持环保,差钱的话,努力打工搞钱就好,别整花里胡哨的。",2021-11-25 01:01:39,1
Microsecond-s,1,笑死，一般家里面的屋顶能装几个光伏面板？当小破站的都是其他视频平台不带脑子的[doge]视频说的诈骗手段十年前流行太阳能发电的时候就有了[喜极而泣],2021-11-24 16:29:22,2
普凌慕,1,光伏产能过剩？,2021-11-23 09:24:01,2
翟墨光耀,1,骗子就是骗子和光伏有什么关系。难道电信诈骗直接说电信搞的？,2021-11-23 02:44:21,2
草动尤杂,1,我一时间竟搞不清这up是友军还是50w,2021-11-21 23:17:39,2
小林要再睡五分钟,1,张三狂喜又有新案例[嗑瓜子][嗑瓜子],2021-11-16 19:50:47,0
窃笑者,1,我以前就做过光伏发电业务，我敢虽然现在不做了，但是真没有像up主说的这么夸张，国家有补贴的情况下真的很合适。当然要找正规公司。,2021-11-14 21:54:40,0
猩猩冒星星,1,老家农村  90%房顶都是自己装的彩钢瓦，7  8年了一直也没啥事，就今年年初通知说是违建，要拆，51过后就开始有消息说要搞光伏[藏狐],2021-11-13 00:35:56,1
富士康打螺丝,1,我这边的工业园有个做光伏的，厂里没几个活人开了几年了没看到生产过,2021-11-12 15:54:16,1
呆萌王0,1,擦，我们村最近多了好多，我家旁边就有两家装的，具体怎么回事不清楚，,2021-11-12 13:31:14,1
忆月初,1,把我核电放在哪里,2021-11-12 13:22:57,1
从黎明到白昼,1,中国人不骗中国人,2021-11-12 00:07:44,1
编译CMake,1,再也不用新能源，口若悬河的气候大会，新能源骗局。,2021-11-11 20:56:37,0
编译CMake,1,@人民日报 来看看，迫害人民，破坏党的政策，降低政府信用。,2021-11-11 20:51:42,0
流浪汉的快乐,1,"作为从业人员我有话想说。光伏安装公司确实有好多种：一种是租赁模式，即租用户主楼面进行安装每年每平11~14元之间租期20年，除非不可抗力或者是设备故障导致的损坏外都要户主负责，这种模式刚刚兴起感觉以后有的扯皮的；第二种就是自费模式，自费可以选择贷款，而且现在好多银行有专门的光伏贷，以我江西赣州为例年发电比例大概1：1.2，包安装好是4块钱1w，大概8年回本，理论老化率是25年还有82%发电量，但是逆变压器质保6年20kw的大概3000块钱，不考虑维护等年利率大概8.5%左右说实话不算多划算，其实可以自己到网上去购买整套设备然后自己去申请并网手续，找搞搭铝合金棚的师傅安装可以省下40%左右的费用，这种大概5年就可以回本。今年上网电费是0.4344元，国家补助三分钱，补20年。
这个大妈应该是安装的第二种，只不过被推销人员有意误导了，我们这里有的合作推销员就是这样，说什么免费安装，十年后可以收钱，对于这样的烂人我是很反感的",2021-11-11 20:42:01,1
Euler星,1,资本家给答案？[滑稽],2021-11-11 19:20:27,2
棍毒子,1,李阿姨完全可以上诉，这种合同无效，是属于欺骗合同，双方在合同签订时，并不是公平对待原则，也就是说，农民并不具备对这种高科技的产品合同的细则..,2021-11-11 19:12:06,2
加油_工控人,1,合同诈骗罪了解一下,2021-11-11 18:44:25,0
加油_工控人,1,有几处想不明白，合同设计虚假信息法院不管？李阿姨贷款的钱不是银行不是转给安装公司了么，怎么还要安装费和货款？？贷款后不还贷，也应该是银行打电话啊？安装公司骗了钱应该是偷着乐才对啊怎么找上门来了！？,2021-11-11 18:29:56,2
喔世尼迭,1,清仓光伏，坐等暴雷,2021-11-11 17:47:16,2
播音员宋同学,1,已投诉,2021-11-11 16:45:31,2
六月雪在哪,1,这些骗子有良心吗，不怕出门被车撞死？,2021-11-11 11:39:05,0
波-波-莎,1,要装光伏就自己装,2021-11-11 11:31:29,1
杀v克v重,1,被骗了还被骗子告上法庭，不知道这种公司为什么会是合法的！[翻白眼],2021-11-10 16:34:48,2
住在东门的,1,我们这也有光伏发电的项目，不过是明码标价的…,2021-11-10 16:03:37,0
A_Z爱你一万年,1,不是啊，我们这确实没有贷款买设备这一说阿,2021-11-10 13:06:04,0
云了个辰,1,这些公司就是坏，不要和它们谈什么道德廉耻，只要罚才会让它们疼,2021-11-10 12:29:53,2
ReidomY,1,移动50万,2021-11-10 12:17:34,0
Mr_约瑟夫,1,不识字能签合同?合法?,2021-11-10 09:15:24,2
李时珍的很能吃,1,怕不是同一批人搞完诈骗又把节奏王新能源上带哦[藏狐],2021-11-10 07:47:01,0
滕迅游戏资深玩家,1,已举报,2021-11-10 01:39:42,2
黑皮锅锅,1,我记得以前在农村做工地听人说过，确实是要钱的。,2021-11-10 01:20:39,1
人生啊悲剧啊,1,这不是合同诈骗嘛。居然受到法律保护？,2021-11-10 01:15:53,2
魁梧的西瓜霜,1,直接举报,2021-11-10 00:42:43,2
juju小是念来过倒,1,这算不算合同的重大误解。。应该不算数吧,2021-11-10 00:21:18,2
拂晓yf,1,我擦，我之前朋友圈看到过有一个女人天天发这个推销,2021-11-09 23:37:28,1
这还要称呼,1,我们这就遇到这种情况，幸好我没安装。,2021-11-09 23:36:26,0
菊豹蜂金蹄珊银狮犬稼,1,合同法用来打太极,2021-11-09 23:18:14,1
白漂之皇,1,"出口转内销，
找农民去产能",2021-11-09 23:07:17,2
群殴玩家,1,求救，我家老人今天也被骗了，还没安装，怎么办，真的气死了，拆迁还要他同意，因为我们这里这几年一直传要拆迁,2023-05-04 05:31:00,1
我爱音乐爱音乐,1,今天还有人上我家推广呢？,2023-04-26 12:46:56,0
爱吃土豆111,1,10个销售，9个骗子，还有一个是哑巴,2023-04-02 23:40:51,2
万美世界,1,这玩意今年装的比较多，一年一个屋顶租金是2000躺赚[呲牙][呲牙][呲牙],2023-03-27 00:22:37,1
沐风的小猫,1,天底下最好吃的饼：有人教你挣钱，有人给你送钱[笑哭],2023-03-21 16:59:42,1
尼比鲁上的阿努纳奇,1,不能以偏概全，“你出屋顶，我出钱，躺着就能把钱赚。”光伏行业模式确实是这样的，但是这句话变成现实是需要一切前置条件的，不是什么地区都适合安装，你放四川去20年都回不了本。老百姓这种项目至少7年回本，只有工厂屋顶才有可能5年内回本，人家电价一块多一度，你老百姓3-4毛钱一度，拿什么比呢。,2023-03-11 19:58:24,0
谨记jacky,1,看这种视频，不如看看已安装光伏板的村民自制的视频吧,2023-02-04 12:58:47,1
番茄酱真难吃,1,完了家里老人已经装了现在才看到,2022-11-27 13:37:58,1
zombeer,1,这种诈骗性的合同不是属于可撤销合同[疑惑],2022-07-15 19:19:51,2
桃子她爸,1,行业内人士。去年跟银行合作了100来户的光伏贷，明确告知农户是贷款，且至今为止没有一户出现逾期，发电收入不够还款的我们公司负责补齐。今年光伏贷市场不行了，做租赁。听说过up主说的这种情况，但还是很少，毕竟现在农户也知法懂法了，没必要骗。想骗也没那么容易骗。即使不骗也有收益。,2022-05-25 14:07:10,0
一顿吃三袋泡面加个蛋,1,我是河北的，我们村去年全村都在自家屋顶上安上了太阳能板，跟up前面说的一模一样，不止我们村，附近许多村也都安上了，我就等着看看up主说的是不是真的。[嗑瓜子],2022-04-24 00:09:05,0
戒奶,1,典,2022-04-24 00:01:30,0
basten1,1,去看看太阳能产业的凶险之路吧,2022-04-23 22:44:44,1
妙妙屋里的皮卡丘,2,这是被限流了吗？,2021-11-09 23:43:29,2
给我一把圣剑,2,我家装了光伏，3个月目前赚了13亿，这个项目太好了。😁😁😁，这个绝对不是骗人，我说的这个绝对，不是我。,2021-12-06 00:16:37,1
启程程程程,2,整个视频的叙事可太模糊了，没有任何具体事实可供参考。时值我国大力推进能源转型，推动碳中和以及新能源的发展，这种不能体现任何根据的视频，真是值得推敲一下。,2021-11-13 01:13:52,2
nicky0084,2,可怜的百姓  饿狼太多，自己又蠢,2021-11-09 23:09:58,2
王办龙giegie,1,一眼看成光伏女装[辣眼睛],2021-11-10 07:45:55,1
絳河清浅,1,故事？事实？,2021-11-10 12:49:06,2
朱元思书-,1,这就是诈骗，合同无效的！,2021-11-10 12:11:08,2
邢永利,1,误导,2022-06-01 16:43:34,0
谭大官人XD,1,天呐，之前就刷到过up这个视频，因为家就在农村，我还认真看完了。昨天我爷爷就在家里捡到了这种小广告，什么发电赚钱每月多少，吓得我马上翻出了up的视频朋友圈推了一下。,2022-02-14 00:20:37,1
2020年来送人头,1,就一行走50W,2021-11-10 00:19:23,2
美美与共_天下大同_,0,躺着赚钱的只有小姐，其他都不要信！,2022-01-23 20:56:04,1
迷之科技,0,有屋顶的需要安装的朋友联系我。城里屋顶都是物业的关系能摆平的也可以找我。每kw装机每月收益10元以上。无论是自投贷款还是合作都行。无光地区及无法并网地区不投。,2022-01-17 22:20:40,0
南希桑,0,看好光伏的基建 但不看好光伏,2022-01-04 15:50:43,0
还是叫阿桔吧,0,我老家爷爷奶奶也遇见了，打算安装这个被我拦截了，口头说是免费安装，到时候合同可就不知道什么内容了，还好之前有了解一点这个[呆],2021-12-23 21:39:50,1
岁月那有静好,0,有人来我家，说租我家房顶安太阳能板，不同意,2021-12-21 19:56:06,1
杨过61946,0,光伏发电就是骗钱,2021-12-13 16:56:46,0
玲珑如梦,0,骗子是无孔不入的,2021-12-07 17:37:28,2
是杜预呀,0,凡事总须研究，才会明白。古来时常吃人，我也还记得，可是不甚清楚。我翻开历史一查，这历史没有年代，歪歪斜斜的每叶上都写着“仁义道德”几个字。我横竖睡不着，仔细看了半夜，才从字缝里看出字来，满本都写着两个字是“吃人”！,2021-12-07 15:45:04,2
地产老狗,0,投诉举报这种公司，把他们干掉就好,2021-12-07 13:51:05,2
Oone弦one柱思华年,0,我家安装俩组，三万一组，大约五年回本，有补贴，五年后盈利,2021-12-06 22:39:43,0
幽冥圣斗士,0,合同诈骗了解下,2021-12-06 19:48:12,2
User_Ren,0,举报了,2021-12-06 15:51:58,2
绝望的小逗逼,0,装这个要花多少啊。我一个人住，4年也才用了2000度左右的电，合起来1000块钱。装这个咋说都要好几万，我感觉回本无望,2021-12-06 14:55:59,1
